student_id,name,age,gender,attendance_rate,time_spent_hours,quiz_avg_score,assignments_completed,forum_posts,badges_earned,final_exam_score,final_grade,dropout_risk,feedback_text,sentiment
8278,Divya Kumar,20,Male,0.69,39.69,0.48,7,6,4,51.32,D,0,Too difficult to follow,Negative
8279,Kavya Sharma,19,Female,0.64,50.51,0.59,3,14,6,49.64,D,0,Poor explanations,Negative
8280,Priya Sharma,29,Female,1,51.09,0.79,5,34,9,78.94,B,0,Excellent platform for learning,Positive
8281,Priya Sharma,22,Male,0.58,15.27,0.46,7,37,6,54.09,D,0,Very confusing content,Negative
8282,Vijay Iyer,30,Female,0.55,58.49,0.62,5,49,9,55.91,C,0,Normal learning experience,Neutral
8283,Sneha Verma,23,Female,0.92,27.76,0.29,8,43,0,55.82,C,0,Normal learning experience,Neutral
8284,Sneha Singh,26,Male,0.96,31.28,1,8,31,7,75.04,B,0,Great course and very helpful,Positive
8285,Arun Sharma,25,Female,0.77,33.57,0.4,8,3,0,40.83,D,0,Waste of time,Negative
8286,Anjali Patel,25,Male,0.61,45.17,0.86,9,1,7,56.08,C,0,Normal learning experience,Neutral
8287,Priya Reddy,19,Female,0.93,77.96,0.63,9,15,9,84.38,B,0,Excellent platform for learning,Positive
8288,Kavya Patel,19,Male,0.23,16.18,0.63,3,8,9,35.59,Fail,1,Not useful at all,Negative
8289,Suresh Nair,22,Male,0.8,51.54,0.77,4,11,9,67.49,C,0,Can be improved,Neutral
8290,Priya Reddy,30,Female,0.78,62.42,0.44,3,8,8,46.21,D,0,Very confusing content,Negative
8291,Sneha Nair,24,Female,0.89,62.13,0.86,6,25,7,68.99,C,0,Normal learning experience,Neutral
8292,Rahul Patel,30,Male,0.83,49.35,0.56,8,23,2,64.44,C,0,Okay course,Neutral
8293,Divya Kumar,28,Male,0.78,29.66,0.87,8,33,6,66.4,C,0,Okay course,Neutral
8294,Priya Singh,30,Male,0.54,40.74,0.73,4,34,3,58.82,C,0,Normal learning experience,Neutral
8295,Vijay Sharma,28,Female,0.7,54.99,0.43,4,48,7,58.81,C,0,Normal learning experience,Neutral
8296,Suresh Gupta,20,Male,0.47,52.53,0.65,7,33,3,60.67,C,0,Can be improved,Neutral
8297,Ravi Nair,21,Female,1,32.78,0.59,9,19,6,73.24,B,0,Excellent platform for learning,Positive
8298,Divya Sharma,26,Female,0.83,37.54,0.64,3,47,4,60.54,C,0,Nothing special,Neutral
8299,Karthik Kumar,30,Female,1,37.74,0.59,6,4,6,60.56,C,0,Normal learning experience,Neutral
8300,Vijay Iyer,24,Male,0.76,48.55,0.58,3,8,0,61.9,C,0,Can be improved,Neutral
8301,Meena Reddy,18,Female,0.84,37.02,0.41,7,30,4,57.66,C,0,Can be improved,Neutral
8302,Anjali Patel,28,Male,1,40.56,0.84,5,19,0,74.23,B,0,Very engaging and informative,Positive
8303,Rahul Sharma,28,Female,0.99,46.93,0.98,9,12,2,81.65,B,0,Helped me improve a lot,Positive
8304,Rahul Gupta,20,Male,0.76,44.28,0.8,3,0,2,58.56,C,0,Normal learning experience,Neutral
8305,Sneha Das,23,Female,1,30.37,0.64,4,40,5,69.59,C,0,Can be improved,Neutral
8306,Meena Iyer,25,Female,0.63,30.79,0.84,6,31,7,70.84,B,0,Great course and very helpful,Positive
8307,Karthik Sharma,18,Male,0.62,58.74,0.8,9,9,6,72.26,B,0,Very engaging and informative,Positive
8308,Karthik Nair,30,Male,0.62,28.07,0.69,5,15,3,48.67,D,0,Waste of time,Negative
8309,Anjali Nair,19,Female,0.72,32.29,0.48,3,0,9,36.81,Fail,0,Waste of time,Negative
8310,Arun Iyer,21,Female,0.8,28.03,0.61,8,23,9,62.63,C,0,Can be improved,Neutral
8311,Vijay Verma,26,Female,0.95,25.28,0.6,6,43,4,68.55,C,0,Average experience,Neutral
8312,Vijay Kumar,28,Male,0.76,38.8,0.95,9,48,7,85.13,A,0,Helped me improve a lot,Positive
8313,Meena Singh,25,Female,0.62,16.63,0.75,6,5,1,54.18,D,0,Poor explanations,Negative
8314,Priya Reddy,27,Female,0.74,67.13,0.85,3,47,0,73.21,B,0,Loved the teaching style,Positive
8315,Kavya Nair,23,Female,0.45,48.24,0.68,6,3,8,60.15,C,0,Can be improved,Neutral
8316,Arun Reddy,22,Male,0.95,49.95,1,4,23,9,72.05,B,0,Excellent platform for learning,Positive
8317,Ravi Sharma,19,Male,0.81,42.04,0.77,9,8,7,69.46,C,0,Nothing special,Neutral
8318,Divya Sharma,26,Female,0.37,56.16,0.81,9,11,7,56.87,C,0,Nothing special,Neutral
8319,Karthik Sharma,20,Female,0.8,28.91,0.75,5,42,1,61.64,C,0,Average experience,Neutral
8320,Rahul Gupta,29,Male,0.56,34.11,0.85,4,11,9,49.87,D,0,Waste of time,Negative
8321,Divya Singh,22,Male,0.28,52.93,1,9,48,3,73.91,B,0,Loved the teaching style,Positive
8322,Sneha Nair,29,Male,1,20.67,0.82,9,30,4,71.57,B,0,Excellent platform for learning,Positive
8323,Arun Gupta,25,Male,0.72,35.67,0.92,9,17,1,69.71,C,0,Can be improved,Neutral
8324,Divya Reddy,21,Female,0.81,55.78,0.77,9,18,8,63.62,C,0,Okay course,Neutral
8325,Priya Das,26,Male,0.83,52.49,0.56,3,11,3,47.15,D,0,Too difficult to follow,Negative
8326,Kavya Singh,25,Male,1,48.21,0.83,5,32,4,77.01,B,0,Great course and very helpful,Positive
8327,Sneha Singh,19,Female,0.69,37.01,0.99,4,42,5,73.99,B,0,Excellent platform for learning,Positive
8328,Vijay Nair,23,Female,0.65,71.75,0.54,7,36,6,64.64,C,0,Average experience,Neutral
8329,Arun Kumar,22,Male,0.98,54.14,0.54,5,15,3,66.01,C,0,Normal learning experience,Neutral
8330,Kavya Nair,30,Female,0.6,68.06,0.86,7,13,1,66.79,C,0,Normal learning experience,Neutral
8331,Suresh Patel,26,Male,1,24.43,0.04,5,33,1,43.79,D,0,Too difficult to follow,Negative
8332,Suresh Sharma,23,Male,1,52.6,0.94,8,4,2,80.98,B,0,Very engaging and informative,Positive
8333,Meena Singh,28,Female,0.52,39.8,0.75,7,11,7,56.06,C,0,Normal learning experience,Neutral
8334,Sneha Iyer,21,Male,0.79,29.06,1,4,17,7,61.79,C,0,Average experience,Neutral
8335,Priya Sharma,23,Male,0.64,35.99,0.52,5,32,6,46.41,D,0,Waste of time,Negative
8336,Vijay Gupta,21,Female,0.43,28.9,0.43,5,12,8,35.03,Fail,0,Very confusing content,Negative
8337,Priya Gupta,19,Male,0.69,42.38,0.98,9,34,0,79.03,B,0,Very engaging and informative,Positive
8338,Vijay Patel,24,Female,0.93,76.01,0.7,9,21,8,79.22,B,0,Loved the teaching style,Positive
8339,Sneha Das,23,Male,0.37,57.26,0.58,9,33,8,58.82,C,0,Can be improved,Neutral
8340,Divya Gupta,21,Female,1,46.06,1,3,17,3,77,B,0,Great course and very helpful,Positive
8341,Anjali Gupta,22,Female,0.76,28.27,0.31,6,39,5,51.06,D,0,Waste of time,Negative
8342,Karthik Kumar,19,Female,0.96,17.79,0.35,5,28,9,46.33,D,0,Poor explanations,Negative
8343,Suresh Kumar,21,Female,0.84,64.86,1,6,29,5,86.84,A,0,Excellent platform for learning,Positive
8344,Divya Reddy,26,Male,0.85,57.31,0.39,5,5,7,53.81,D,0,Not useful at all,Negative
8345,Divya Patel,24,Male,0.69,52.22,0.43,8,3,6,50.27,D,0,Very confusing content,Negative
8346,Arun Das,28,Male,0.51,56.96,0.94,3,28,6,60.93,C,0,Average experience,Neutral
8347,Vijay Kumar,21,Female,0.62,64.6,0.71,6,23,8,72.53,B,0,Loved the teaching style,Positive
8348,Anjali Kumar,25,Male,0.7,22.6,0.68,6,43,3,61.78,C,0,Can be improved,Neutral
8349,Suresh Kumar,19,Male,0.89,25.65,0.52,5,49,3,59.62,C,0,Okay course,Neutral
8350,Sneha Kumar,28,Female,0.89,45.14,0.92,7,10,4,69.17,C,0,Average experience,Neutral
8351,Ravi Nair,29,Male,0.98,32.33,0.46,4,37,3,57.92,C,0,Okay course,Neutral
8352,Ravi Sharma,18,Male,0.61,53.35,0.66,8,24,5,62.07,C,0,Okay course,Neutral
8353,Kavya Kumar,18,Male,0.86,38.77,0.51,7,46,8,63.23,C,0,Normal learning experience,Neutral
8354,Vijay Verma,18,Female,0.59,50.55,0.53,6,20,7,52.02,D,0,Poor explanations,Negative
8355,Suresh Singh,18,Male,0.71,18.23,0.6,8,2,0,56.73,C,0,Okay course,Neutral
8356,Rahul Reddy,29,Female,0.64,48.83,0.61,8,16,6,62.56,C,0,Can be improved,Neutral
8357,Sneha Patel,20,Male,1,25.07,0.35,8,44,3,67.02,C,0,Okay course,Neutral
8358,Vijay Sharma,18,Female,0.27,38.33,0.93,6,17,9,49.93,D,0,Not useful at all,Negative
8359,Priya Das,27,Female,0.9,35.4,0.64,9,45,5,69.58,C,0,Can be improved,Neutral
8360,Karthik Sharma,18,Female,0.17,53.65,0.41,4,45,0,40.04,D,0,Not useful at all,Negative
8361,Arun Das,27,Male,0.93,29.93,0.58,5,2,3,62.4,C,0,Normal learning experience,Neutral
8362,Karthik Sharma,27,Male,1,46.24,0.29,8,48,0,63.42,C,0,Can be improved,Neutral
8363,Rahul Patel,20,Male,0.77,54.7,0.89,6,42,6,74.51,B,0,Very engaging and informative,Positive
8364,Kavya Patel,28,Male,0.6,40.22,0.61,4,21,8,48.71,D,0,Waste of time,Negative
8365,Sneha Reddy,19,Male,1,32.41,0.91,6,34,8,82.87,B,0,Helped me improve a lot,Positive
8366,Arun Sharma,25,Female,0.85,29.72,0.89,9,9,5,72.22,B,0,Helped me improve a lot,Positive
8367,Meena Iyer,27,Male,0.44,39.94,0.58,9,10,1,45.27,D,0,Very confusing content,Negative
8368,Anjali Verma,18,Male,0.99,21.48,0.63,6,12,1,59.93,C,0,Can be improved,Neutral
8369,Vijay Verma,29,Female,0.65,47.25,0.84,7,32,2,62.67,C,0,Nothing special,Neutral
8370,Vijay Sharma,23,Male,0.53,28.94,0.77,8,20,3,51.41,D,0,Poor explanations,Negative
8371,Karthik Gupta,24,Male,0.69,51.27,1,7,26,7,65.02,C,0,Normal learning experience,Neutral
8372,Suresh Nair,24,Female,0.94,48.93,0.34,8,38,6,69.98,C,0,Nothing special,Neutral
8373,Divya Kumar,18,Male,0.52,33.42,0.38,8,43,0,45.02,D,0,Very confusing content,Negative
8374,Suresh Iyer,29,Male,0.7,56.26,0.83,9,13,0,73.7,B,0,Very engaging and informative,Positive
8375,Kavya Patel,30,Female,1,51.13,1,4,26,8,87.8,A,0,Excellent platform for learning,Positive
8376,Vijay Das,30,Female,0.73,32.66,0.25,6,36,8,49.96,D,0,Very confusing content,Negative
8377,Karthik Sharma,22,Male,0.7,46.84,0.8,9,11,5,69.02,C,0,Okay course,Neutral
8378,Rahul Singh,27,Male,1,20.98,0.54,6,29,8,62.72,C,0,Can be improved,Neutral
8379,Anjali Patel,29,Male,0.49,27.06,0.81,8,22,4,62.51,C,0,Average experience,Neutral
8380,Sneha Gupta,26,Female,0.7,56.24,0.59,3,30,7,59.48,C,0,Average experience,Neutral
8381,Divya Kumar,22,Female,0.8,29.99,0.6,6,11,4,61.76,C,0,Nothing special,Neutral
8382,Divya Sharma,21,Female,0.7,23.95,1,8,32,5,70.44,B,0,Very engaging and informative,Positive
8383,Suresh Kumar,22,Male,0.81,33.5,1,9,8,0,81.84,B,0,Excellent platform for learning,Positive
8384,Suresh Singh,18,Male,0.6,60.92,0.88,3,20,8,67.3,C,0,Average experience,Neutral
8385,Arun Nair,23,Male,0.89,49.21,0.65,4,24,4,68.49,C,0,Okay course,Neutral
8386,Arun Patel,18,Male,0.44,45.26,0.9,6,33,6,66.25,C,0,Average experience,Neutral
8387,Arun Singh,29,Male,0.89,17.39,0.66,5,21,8,53.52,D,0,Too difficult to follow,Negative
8388,Kavya Sharma,20,Female,0.97,52,0.68,3,47,5,72.52,B,0,Helped me improve a lot,Positive
8389,Kavya Sharma,28,Male,0.54,24.55,0.52,9,46,3,56.47,C,0,Average experience,Neutral
8390,Arun Singh,24,Male,0.63,28.71,0.49,4,35,6,55.19,C,0,Okay course,Neutral
8391,Rahul Kumar,23,Male,0.73,26.67,0.6,9,21,5,58.91,C,0,Can be improved,Neutral
8392,Vijay Iyer,27,Female,0.2,9.55,0.55,5,49,7,40.36,D,1,Poor explanations,Negative
8393,Priya Patel,25,Female,0.23,35.58,0.87,9,4,4,46.84,D,0,Not useful at all,Negative
8394,Priya Patel,26,Male,0.74,32.93,0.86,9,31,3,73.78,B,0,Very engaging and informative,Positive
8395,Suresh Nair,19,Male,0.76,44.7,0.69,5,26,5,65.76,C,0,Normal learning experience,Neutral
8396,Priya Nair,18,Male,0.83,1.6,0.76,4,11,4,54.09,D,0,Poor explanations,Negative
8397,Anjali Kumar,22,Male,0.52,32.35,0.43,5,37,7,45.93,D,0,Poor explanations,Negative
8398,Meena Gupta,29,Female,0.79,43.08,0.76,8,27,2,74.66,B,0,Great course and very helpful,Positive
8399,Karthik Iyer,22,Male,0.71,60.05,0.45,6,19,8,46.84,D,0,Waste of time,Negative
8400,Suresh Das,18,Female,0.73,16.02,0.72,8,20,2,57.08,C,0,Nothing special,Neutral
8401,Ravi Sharma,19,Male,0.8,31.15,0.56,6,4,6,54.28,D,0,Very confusing content,Negative
8402,Priya Das,27,Female,0.75,7.52,1,7,14,0,71.86,B,0,Very engaging and informative,Positive
8403,Priya Das,27,Female,0.71,38.3,0.99,9,29,6,69.93,C,0,Can be improved,Neutral
8404,Ravi Gupta,28,Female,0.77,71.16,1,7,34,7,90.93,A,0,Very engaging and informative,Positive
8405,Ravi Singh,22,Male,0.78,43.23,0.59,6,49,8,62.58,C,0,Normal learning experience,Neutral
8406,Meena Sharma,22,Male,0.87,29.42,0.61,9,16,2,59.69,C,0,Normal learning experience,Neutral
8407,Arun Patel,22,Male,0.76,70.45,0.34,8,41,1,64.92,C,0,Okay course,Neutral
8408,Sneha Iyer,22,Female,0.49,45.6,0.65,5,32,3,52.27,D,0,Very confusing content,Negative
8409,Sneha Nair,18,Female,0.63,46.41,0.8,5,7,8,60.84,C,0,Okay course,Neutral
8410,Meena Verma,25,Male,0.58,65.03,0.71,7,19,0,67.47,C,0,Normal learning experience,Neutral
8411,Suresh Iyer,28,Female,1,36.45,0.63,4,2,6,56.55,C,0,Normal learning experience,Neutral
8412,Karthik Kumar,21,Female,1,32.07,0.75,9,46,5,79.03,B,0,Excellent platform for learning,Positive
8413,Priya Das,26,Female,0.77,37.08,0.81,5,13,9,63.15,C,0,Okay course,Neutral
8414,Rahul Sharma,25,Female,0.69,35.14,0.68,7,22,2,59.39,C,0,Okay course,Neutral
8415,Priya Patel,30,Male,0.92,56.31,0.78,5,43,7,84.88,B,0,Helped me improve a lot,Positive
8416,Sneha Reddy,26,Female,0.62,30.22,0.66,8,35,3,59.26,C,0,Average experience,Neutral
8417,Karthik Nair,21,Male,0.9,58.06,0.58,6,34,3,74.52,B,0,Loved the teaching style,Positive
8418,Kavya Patel,19,Male,0.57,25.32,0.81,4,37,4,65.81,C,0,Normal learning experience,Neutral
8419,Kavya Patel,30,Male,0.44,33.51,0.58,5,24,9,51.07,D,0,Very confusing content,Negative
8420,Suresh Nair,23,Male,0.68,53.9,0.74,8,23,8,68.46,C,0,Okay course,Neutral
8421,Sneha Das,28,Male,1,36.03,0.89,3,45,2,74.79,B,0,Excellent platform for learning,Positive
8422,Anjali Singh,18,Male,0.95,36.34,1,6,14,8,73.8,B,0,Loved the teaching style,Positive
8423,Meena Nair,21,Male,0.94,32.79,0.94,5,46,4,69.58,C,0,Average experience,Neutral
8424,Suresh Das,19,Female,0.53,48.91,0.52,5,36,5,47.95,D,0,Not useful at all,Negative
8425,Kavya Verma,30,Male,1,40.81,0.63,4,14,0,73.32,B,0,Excellent platform for learning,Positive
8426,Karthik Nair,25,Male,0.5,34.08,0.57,9,16,9,51.55,D,0,Too difficult to follow,Negative
8427,Anjali Sharma,25,Male,0.96,35.83,0.92,9,42,1,82.02,B,0,Very engaging and informative,Positive
8428,Meena Sharma,20,Female,0.67,40.41,0.61,8,12,7,62.37,C,0,Average experience,Neutral
8429,Arun Sharma,24,Female,0.94,28.39,0.73,3,48,7,63.14,C,0,Okay course,Neutral
8430,Sneha Reddy,22,Male,0.49,18.33,0.76,7,36,5,65.07,C,1,Normal learning experience,Neutral
8431,Suresh Iyer,18,Male,0.95,29.79,0.74,4,11,4,66.28,C,0,Nothing special,Neutral
8432,Suresh Das,21,Female,1,60.63,0.46,8,38,5,73.02,B,0,Very engaging and informative,Positive
8433,Priya Iyer,19,Male,0.52,26.33,0.95,4,29,0,61.73,C,0,Normal learning experience,Neutral
8434,Suresh Sharma,20,Male,0.87,44.13,0.54,4,4,9,49.26,D,0,Waste of time,Negative
8435,Priya Singh,21,Female,0.53,23.21,0.68,3,33,3,53.68,D,0,Too difficult to follow,Negative
8436,Rahul Reddy,20,Female,0.8,35.22,0.57,7,24,8,62.5,C,0,Nothing special,Neutral
8437,Sneha Verma,26,Male,0.65,54.04,0.87,3,49,1,72.7,B,0,Very engaging and informative,Positive
8438,Karthik Verma,21,Male,0.58,40.06,0.59,8,14,2,60.11,C,0,Average experience,Neutral
8439,Divya Verma,19,Female,0.9,67.56,0.57,3,47,8,66.93,C,0,Can be improved,Neutral
8440,Ravi Sharma,28,Male,1,50.86,0.74,7,3,0,67.03,C,0,Normal learning experience,Neutral
8441,Divya Gupta,21,Male,0.76,38.8,0.61,9,37,6,71.69,B,0,Helped me improve a lot,Positive
8442,Sneha Gupta,22,Female,0.85,36.49,0.81,4,1,3,54.68,D,0,Very confusing content,Negative
8443,Ravi Sharma,18,Female,0.73,15.95,0.6,3,28,7,54.88,D,0,Poor explanations,Negative
8444,Rahul Patel,19,Male,0.59,44.07,0.48,4,2,7,47.58,D,0,Waste of time,Negative
8445,Meena Gupta,28,Female,0.9,55.36,0.35,8,42,1,61.31,C,0,Average experience,Neutral
8446,Meena Patel,29,Female,0.7,43.96,0.78,7,20,8,69.51,C,0,Can be improved,Neutral
8447,Meena Das,23,Male,0.64,35.89,0.27,6,29,6,38.18,Fail,0,Waste of time,Negative
8448,Ravi Verma,25,Male,0.9,30,0.31,6,47,4,54.58,D,0,Very confusing content,Negative
8449,Priya Gupta,19,Male,0.96,31.74,0.62,4,35,7,60.87,C,0,Average experience,Neutral
8450,Sneha Iyer,24,Male,0.87,52.22,0.82,8,3,2,70.56,B,0,Loved the teaching style,Positive
8451,Kavya Sharma,18,Male,0.73,55.43,0.5,9,1,8,51.37,D,0,Not useful at all,Negative
8452,Sneha Singh,27,Female,0.66,25.97,0.71,3,14,9,53.07,D,0,Waste of time,Negative
8453,Anjali Kumar,25,Male,1,29.17,0.69,3,35,1,63.17,C,0,Can be improved,Neutral
8454,Meena Sharma,22,Female,0.49,37.95,0.71,7,38,1,49.67,D,0,Very confusing content,Negative
8455,Vijay Kumar,29,Male,0.59,17.95,0.48,8,27,3,47.58,D,0,Poor explanations,Negative
8456,Kavya Reddy,27,Female,0.97,31.98,0.65,9,48,5,72.38,B,0,Very engaging and informative,Positive
8457,Karthik Sharma,19,Female,0.45,37.34,0.69,5,27,8,55.49,C,0,Nothing special,Neutral
8458,Ravi Sharma,24,Male,0.57,10.5,0.69,9,17,9,57.61,C,0,Can be improved,Neutral
8459,Rahul Reddy,27,Female,0.75,48.15,0.72,3,7,9,54.66,D,0,Waste of time,Negative
8460,Rahul Sharma,19,Male,0.61,27.1,0.72,8,36,8,55.09,C,0,Nothing special,Neutral
8461,Rahul Das,20,Female,0.77,48.01,0.4,6,2,3,55.93,C,0,Average experience,Neutral
8462,Meena Singh,26,Male,0.54,17.75,0.61,7,48,2,53.3,D,0,Waste of time,Negative
8463,Suresh Gupta,26,Male,0.52,29.02,0.84,7,44,3,60.28,C,0,Nothing special,Neutral
8464,Priya Patel,22,Male,0.59,47.17,0.77,7,3,8,52.1,D,0,Not useful at all,Negative
8465,Rahul Gupta,19,Female,0.22,45.71,0.18,3,31,2,35.54,Fail,0,Not useful at all,Negative
8466,Ravi Gupta,23,Male,0.47,11.78,0.61,6,45,3,44.53,D,1,Very confusing content,Negative
8467,Kavya Nair,19,Male,0.79,40.99,0.45,5,43,8,60.41,C,0,Okay course,Neutral
8468,Meena Gupta,27,Male,0.52,36.94,0.58,5,13,5,57.47,C,0,Normal learning experience,Neutral
8469,Anjali Das,30,Male,0.67,24.87,0.66,4,31,7,56.11,C,0,Normal learning experience,Neutral
8470,Vijay Reddy,22,Male,0.69,16.17,0.87,7,7,9,53.38,D,0,Not useful at all,Negative
8471,Karthik Das,20,Male,0.37,24.48,0.56,4,19,7,36.54,Fail,0,Poor explanations,Negative
8472,Kavya Sharma,19,Female,0.55,82.68,0.74,5,7,0,51.53,D,0,Poor explanations,Negative
8473,Karthik Sharma,19,Male,0.46,42.62,0.46,9,13,1,45.11,D,0,Too difficult to follow,Negative
8474,Sneha Sharma,20,Female,0.47,63.42,0.71,3,8,4,60.53,C,0,Can be improved,Neutral
8475,Vijay Sharma,29,Male,0.95,61.29,1,5,46,6,77.97,B,0,Helped me improve a lot,Positive
8476,Priya Iyer,23,Male,0.78,30.5,0.62,4,7,3,58.86,C,0,Okay course,Neutral
8477,Priya Verma,20,Male,0.94,51.93,0.96,5,8,4,82.97,B,0,Great course and very helpful,Positive
8478,Anjali Iyer,27,Female,0.55,40.49,0.85,9,27,2,61.92,C,0,Okay course,Neutral
8479,Anjali Verma,21,Female,0.92,33.1,0.88,4,15,3,65.41,C,0,Nothing special,Neutral
8480,Meena Das,27,Female,0.9,39.73,0.34,6,44,0,56.26,C,0,Average experience,Neutral
8481,Divya Reddy,27,Female,0.7,10.74,0.75,7,12,7,53.62,D,0,Not useful at all,Negative
8482,Karthik Das,21,Female,0.67,40.25,0.75,4,23,7,58.65,C,0,Normal learning experience,Neutral
8483,Divya Reddy,19,Female,0.76,28.89,0.66,8,29,4,66.19,C,0,Can be improved,Neutral
8484,Sneha Patel,23,Male,0.73,15.3,0.56,8,38,2,57.02,C,0,Nothing special,Neutral
8485,Sneha Sharma,28,Female,0.78,31.14,0.82,8,41,8,65.06,C,0,Normal learning experience,Neutral
8486,Priya Das,28,Male,0.54,35.64,0.78,6,35,7,56.2,C,0,Nothing special,Neutral
8487,Sneha Sharma,30,Female,0.57,49.41,0.67,3,8,5,53.91,D,0,Not useful at all,Negative
8488,Karthik Nair,30,Male,0.45,38.07,0.55,9,42,9,59.97,C,0,Okay course,Neutral
8489,Meena Das,21,Male,0.83,26.21,0.59,8,47,9,60.2,C,0,Normal learning experience,Neutral
8490,Anjali Singh,24,Female,0.51,34.88,0.55,4,45,8,58.21,C,0,Normal learning experience,Neutral
8491,Arun Singh,25,Male,1,30.51,0.72,7,21,7,72.98,B,0,Very engaging and informative,Positive
8492,Arun Reddy,28,Female,0.55,27.48,0.82,5,10,4,54,D,0,Not useful at all,Negative
8493,Suresh Gupta,26,Male,0.59,23.42,1,9,31,6,67.15,C,0,Can be improved,Neutral
8494,Karthik Gupta,29,Male,0.77,41.66,0.33,7,1,2,52.79,D,0,Too difficult to follow,Negative
8495,Suresh Kumar,20,Male,0.76,48.71,0.56,5,39,2,58.91,C,0,Can be improved,Neutral
8496,Rahul Gupta,30,Male,0.92,57.16,0.89,8,1,5,83.31,B,0,Loved the teaching style,Positive
8497,Kavya Verma,18,Male,1,29.76,0.83,6,30,1,68.65,C,0,Okay course,Neutral
8498,Vijay Verma,26,Male,1,45.83,0.43,4,15,4,48.44,D,0,Waste of time,Negative
8499,Sneha Iyer,24,Female,0.66,59.4,0.5,9,45,0,68.49,C,0,Can be improved,Neutral
8500,Anjali Iyer,20,Male,0.69,50.91,0.54,8,26,5,57.39,C,0,Normal learning experience,Neutral
8501,Rahul Kumar,24,Male,0.47,57.51,0.6,8,4,9,49.97,D,0,Not useful at all,Negative
8502,Suresh Nair,26,Female,0.65,48.17,0.25,8,12,4,40.63,D,0,Very confusing content,Negative
8503,Ravi Patel,19,Female,1,43.47,0.58,8,46,1,77.71,B,0,Very engaging and informative,Positive
8504,Suresh Reddy,21,Male,0.79,60.28,0.58,5,16,3,57.36,C,0,Can be improved,Neutral
8505,Suresh Patel,25,Male,0.61,55.37,0.6,7,2,2,54.06,D,0,Not useful at all,Negative
8506,Suresh Das,23,Male,0.73,41.65,0.67,5,10,1,50.37,D,0,Waste of time,Negative
8507,Vijay Das,27,Male,1,26.17,0.67,3,8,3,62.39,C,0,Normal learning experience,Neutral
8508,Suresh Kumar,19,Male,1,27.55,0.78,9,7,2,64.97,C,0,Can be improved,Neutral
8509,Vijay Singh,27,Female,0.45,34.97,0.74,8,11,7,56.99,C,0,Nothing special,Neutral
8510,Meena Das,19,Female,0.71,15.04,0.64,9,41,5,63.8,C,0,Okay course,Neutral
8511,Anjali Verma,21,Male,0.94,21.02,0.76,4,25,6,67.9,C,0,Average experience,Neutral
8512,Kavya Das,26,Male,0.57,45.51,0.38,7,33,9,63.87,C,0,Normal learning experience,Neutral
8513,Vijay Gupta,21,Female,1,16.04,1,7,4,3,68.53,C,0,Nothing special,Neutral
8514,Sneha Das,19,Female,0.76,25.04,0.57,3,4,1,52.1,D,0,Not useful at all,Negative
8515,Vijay Singh,26,Female,0.28,34.23,0.89,6,29,6,55.63,C,0,Average experience,Neutral
8516,Anjali Sharma,24,Male,0.59,46.87,0.95,6,1,9,67.21,C,0,Nothing special,Neutral
8517,Sneha Verma,24,Male,0.58,60.96,0.87,6,1,7,66.05,C,0,Average experience,Neutral
8518,Priya Kumar,18,Male,0.65,39.73,0.74,6,28,9,58.51,C,0,Can be improved,Neutral
8519,Priya Nair,19,Female,0.7,33.01,0.61,9,11,6,57.2,C,0,Normal learning experience,Neutral
8520,Sneha Sharma,27,Male,1,44.76,0.7,6,41,5,72.73,B,0,Excellent platform for learning,Positive
8521,Karthik Nair,23,Female,0.28,21.98,0.57,8,10,8,43.22,D,0,Very confusing content,Negative
8522,Arun Reddy,20,Female,1,48,0.96,9,36,9,85.38,A,0,Loved the teaching style,Positive
8523,Karthik Patel,21,Female,0.8,40.68,1,4,49,2,80.26,B,0,Helped me improve a lot,Positive
8524,Anjali Iyer,26,Female,0.55,44.58,1,9,46,4,70.42,B,0,Great course and very helpful,Positive
8525,Priya Patel,24,Male,0.89,39.81,0.86,6,48,5,70.77,B,0,Excellent platform for learning,Positive
8526,Sneha Nair,26,Female,0.78,40.11,0.85,7,35,7,67.48,C,0,Normal learning experience,Neutral
8527,Rahul Patel,20,Female,0.88,14.51,0.52,9,24,6,48.66,D,0,Very confusing content,Negative
8528,Divya Das,30,Male,0.81,41.42,0.66,6,44,7,61.93,C,0,Average experience,Neutral
8529,Anjali Das,30,Male,0.76,45.47,0.65,9,16,4,58.01,C,0,Normal learning experience,Neutral
8530,Sneha Nair,30,Male,0.62,29.72,0.4,9,23,4,49.46,D,0,Poor explanations,Negative
8531,Rahul Sharma,20,Female,0.88,37.6,0.64,9,33,7,71.14,B,0,Helped me improve a lot,Positive
8532,Priya Sharma,30,Male,0.55,63.21,0.4,3,1,3,41.06,D,0,Poor explanations,Negative
8533,Vijay Das,26,Male,0.89,21.5,0.62,7,36,8,69.39,C,0,Nothing special,Neutral
8534,Anjali Singh,25,Female,0.88,44.11,0.68,9,39,9,68.71,C,0,Normal learning experience,Neutral
8535,Kavya Patel,29,Female,0.59,32.73,0.65,9,34,1,58.19,C,0,Okay course,Neutral
8536,Ravi Sharma,30,Female,0.8,26.97,0.65,5,33,7,54.2,D,0,Waste of time,Negative
8537,Kavya Verma,20,Female,1,56.82,0.7,3,24,4,73.41,B,0,Great course and very helpful,Positive
